surname,frequency,cumulative_frequency,rank,source
BLAKESLEE,0.001,70.158,9160,US Census 1990
BELKNAP,0.001,70.159,9161,US Census 1990
BANGS,0.001,70.16,9162,US Census 1990
BALZER,0.001,70.162,9163,US Census 1990
ATHEY,0.001,70.163,9164,US Census 1990
ARMES,0.001,70.164,9165,US Census 1990
ALVIS,0.001,70.165,9166,US Census 1990
ALVERSON,0.001,70.166,9167,US Census 1990
ALVARDO,0.001,70.167,9168,US Census 1990
ALTER,0.001,70.169,9169,US Census 1990
ZHAO,0.001,70.17,9170,US Census 1990
YEUNG,0.001,70.171,9171,US Census 1990
YEN,0.001,70.172,9172,US Census 1990
WHEELOCK,0.001,70.173,9173,US Census 1990
WESTLUND,0.001,70.175,9174,US Census 1990
WESSELS,0.001,70.176,9175,US Census 1990
VOLKMAN,0.001,70.177,9176,US Census 1990
THREADGILL,0.001,70.178,9177,US Census 1990
THELEN,0.001,70.179,9178,US Census 1990
TANDY,0.001,70.18,9179,US Census 1990
TAGUE,0.001,70.182,9180,US Census 1990
TA,0.001,70.183,9181,US Census 1990
SYMONS,0.001,70.184,9182,US Census 1990
SWINFORD,0.001,70.185,9183,US Census 1990
STURTEVANT,0.001,70.186,9184,US Census 1990
STRAKA,0.001,70.188,9185,US Census 1990
STIER,0.001,70.189,9186,US Census 1990
STAGNER,0.001,70.19,9187,US Census 1990
SEGARRA,0.001,70.191,9188,US Census 1990
SEAWRIGHT,0.001,70.192,9189,US Census 1990
SACK,0.001,70.193,9190,US Census 1990
RUTAN,0.001,70.195,9191,US Census 1990
ROUX,0.001,70.196,9192,US Census 1990
RINGLER,0.001,70.197,9193,US Census 1990
RIKER,0.001,70.198,9194,US Census 1990
RAMSDELL,0.001,70.199,9195,US Census 1990
QUATTLEBAUM,0.001,70.2,9196,US Census 1990
PURIFOY,0.001,70.202,9197,US Census 1990
POULSON,0.001,70.203,9198,US Census 1990
PERMENTER,0.001,70.204,9199,US Census 1990
PELOQUIN,0.001,70.205,9200,US Census 1990
PASLEY,0.001,70.206,9201,US Census 1990
PAGEL,0.001,70.208,9202,US Census 1990
OSMAN,0.001,70.209,9203,US Census 1990
OBANNON,0.001,70.21,9204,US Census 1990
NYGAARD,0.001,70.211,9205,US Census 1990
NIPPER,0.001,70.212,9206,US Census 1990
NEWCOMER,0.001,70.213,9207,US Census 1990
MUNOS,0.001,70.215,9208,US Census 1990
MOTTA,0.001,70.216,9209,US Census 1990
MEADORS,0.001,70.217,9210,US Census 1990
MCQUISTON,0.001,70.218,9211,US Census 1990
MCNIEL,0.001,70.219,9212,US Census 1990
MCMANN,0.001,70.22,9213,US Census 1990
MCCRAE,0.001,70.222,9214,US Census 1990
MAYNE,0.001,70.223,9215,US Census 1990
MATTE,0.001,70.224,9216,US Census 1990
MARTINE,0.001,70.225,9217,US Census 1990
LUCY,0.001,70.226,9218,US Census 1990
LEGAULT,0.001,70.227,9219,US Census 1990
LECHNER,0.001,70.229,9220,US Census 1990
LACK,0.001,70.23,9221,US Census 1990
KUCERA,0.001,70.231,9222,US Census 1990
KROHN,0.001,70.232,9223,US Census 1990
KRATZER,0.001,70.233,9224,US Census 1990
KOOPMAN,0.001,70.235,9225,US Census 1990
JUDSON,0.001,70.236,9226,US Census 1990
JESKE,0.001,70.237,9227,US Census 1990
HORROCKS,0.001,70.238,9228,US Census 1990
HOMES,0.001,70.239,9229,US Census 1990
HOCK,0.001,70.24,9230,US Census 1990
HIBBLER,0.001,70.242,9231,US Census 1990
HESSON,0.001,70.243,9232,US Census 1990
HERSH,0.001,70.244,9233,US Census 1990
HARVIN,0.001,70.245,9234,US Census 1990
HALVORSEN,0.001,70.246,9235,US Census 1990
GRINER,0.001,70.247,9236,US Census 1990
GRINDLE,0.001,70.249,9237,US Census 1990
GLEN,0.001,70.25,9238,US Census 1990
GLADSTONE,0.001,70.251,9239,US Census 1990
GAROFALO,0.001,70.252,9240,US Census 1990
FRAMPTON,0.001,70.253,9241,US Census 1990
FORBIS,0.001,70.255,9242,US Census 1990
FERNANDO,0.001,70.256,9243,US Census 1990
EDDINGTON,0.001,70.257,9244,US Census 1990
DIORIO,0.001,70.258,9245,US Census 1990
DINGUS,0.001,70.259,9246,US Census 1990
DEWAR,0.001,70.26,9247,US Census 1990
DESALVO,0.001,70.262,9248,US Census 1990
CURCIO,0.001,70.263,9249,US Census 1990
CREASY,0.001,70.264,9250,US Census 1990
CORTESE,0.001,70.265,9251,US Census 1990
CORDOBA,0.001,70.266,9252,US Census 1990
CONNALLY,0.001,70.267,9253,US Census 1990
CLUFF,0.001,70.269,9254,US Census 1990
CASCIO,0.001,70.27,9255,US Census 1990
CAPUANO,0.001,70.271,9256,US Census 1990
CANADAY,0.001,70.272,9257,US Census 1990
CALABRO,0.001,70.273,9258,US Census 1990
BUSSARD,0.001,70.275,9259,US Census 1990
BRAYTON,0.001,70.276,9260,US Census 1990
BORJA,0.001,70.277,9261,US Census 1990
BIGLEY,0.001,70.278,9262,US Census 1990
ARNONE,0.001,70.279,9263,US Census 1990
ARGUELLES,0.001,70.28,9264,US Census 1990
ACUFF,0.001,70.282,9265,US Census 1990
ZAMARRIPA,0.001,70.283,9266,US Census 1990
WOOTON,0.001,70.284,9267,US Census 1990
WOLFGANG,0.001,70.285,9268,US Census 1990
WIDNER,0.001,70.286,9269,US Census 1990
WIDEMAN,0.001,70.287,9270,US Census 1990
THREATT,0.001,70.289,9271,US Census 1990
THIELE,0.001,70.29,9272,US Census 1990
TEMPLIN,0.001,70.291,9273,US Census 1990
TEETERS,0.001,70.292,9274,US Census 1990
SYNDER,0.001,70.293,9275,US Census 1990
SWINT,0.001,70.294,9276,US Census 1990
SWICK,0.001,70.296,9277,US Census 1990
STURGES,0.001,70.297,9278,US Census 1990
STOGNER,0.001,70.298,9279,US Census 1990
STEDMAN,0.001,70.299,9280,US Census 1990
SPRATT,0.001,70.3,9281,US Census 1990
SIX,0.001,70.301,9282,US Census 1990
SIEGFRIED,0.001,70.303,9283,US Census 1990
SHETLER,0.001,70.304,9284,US Census 1990
SCULL,0.001,70.305,9285,US Census 1990
SAVINO,0.001,70.306,9286,US Census 1990
SATHER,0.001,70.307,9287,US Census 1990
ROTHWELL,0.001,70.308,9288,US Census 1990
ROOK,0.001,70.309,9289,US Census 1990
RONE,0.001,70.311,9290,US Census 1990
ROLF,0.001,70.312,9291,US Census 1990
RHEE,0.001,70.313,9292,US Census 1990
QUEVEDO,0.001,70.314,9293,US Census 1990
PRIVETT,0.001,70.315,9294,US Census 1990
POULIOT,0.001,70.316,9295,US Census 1990
POCHE,0.001,70.318,9296,US Census 1990
PICKEL,0.001,70.319,9297,US Census 1990
PETRILLO,0.001,70.32,9298,US Census 1990
PELLEGRINI,0.001,70.321,9299,US Census 1990
PEASLEE,0.001,70.322,9300,US Census 1990
PARTLOW,0.001,70.323,9301,US Census 1990
OTEY,0.001,70.325,9302,US Census 1990
NUNNERY,0.001,70.326,9303,US Census 1990
MORELOCK,0.001,70.327,9304,US Census 1990
MORELLO,0.001,70.328,9305,US Census 1990
MEUNIER,0.001,70.329,9306,US Census 1990
MESSINGER,0.001,70.33,9307,US Census 1990
MCKIE,0.001,70.332,9308,US Census 1990
MCCUBBIN,0.001,70.333,9309,US Census 1990
MCCARRON,0.001,70.334,9310,US Census 1990
MARIA,0.001,70.335,9311,US Census 1990
LERCH,0.001,70.336,9312,US Census 1990
LAVINE,0.001,70.337,9313,US Census 1990
LAVERTY,0.001,70.338,9314,US Census 1990
LARIVIERE,0.001,70.34,9315,US Census 1990
LAMKIN,0.001,70.341,9316,US Census 1990
KUGLER,0.001,70.342,9317,US Census 1990
KROL,0.001,70.343,9318,US Census 1990
KISSEL,0.001,70.344,9319,US Census 1990
KEETER,0.001,70.345,9320,US Census 1990
HUMMER,0.001,70.347,9321,US Census 1990
HUBBLE,0.001,70.348,9322,US Census 1990
HICKOX,0.001,70.349,9323,US Census 1990
HETZEL,0.001,70.35,9324,US Census 1990
HAYNER,0.001,70.351,9325,US Census 1990
HAGY,0.001,70.352,9326,US Census 1990
HADLOCK,0.001,70.354,9327,US Census 1990
GROH,0.001,70.355,9328,US Census 1990
GREGORIO,0.001,70.356,9329,US Census 1990
GOTTSCHALK,0.001,70.357,9330,US Census 1990
GOODSELL,0.001,70.358,9331,US Census 1990
GLORIA,0.001,70.359,9332,US Census 1990
GERRY,0.001,70.361,9333,US Census 1990
GASSAWAY,0.001,70.362,9334,US Census 1990
GARRARD,0.001,70.363,9335,US Census 1990
GALLIGAN,0.001,70.364,9336,US Census 1990
FYE,0.001,70.365,9337,US Census 1990
FIRTH,0.001,70.366,9338,US Census 1990
FENDERSON,0.001,70.367,9339,US Census 1990
FEINSTEIN,0.001,70.369,9340,US Census 1990
ETIENNE,0.001,70.37,9341,US Census 1990
ENGLEMAN,0.001,70.371,9342,US Census 1990
EMRICK,0.001,70.372,9343,US Census 1990
ELLENDER,0.001,70.373,9344,US Census 1990
DREWS,0.001,70.374,9345,US Census 1990
DOIRON,0.001,70.376,9346,US Census 1990
DEGRAW,0.001,70.377,9347,US Census 1990
DEEGAN,0.001,70.378,9348,US Census 1990
DART,0.001,70.379,9349,US Census 1990
CRISSMAN,0.001,70.38,9350,US Census 1990
CORR,0.001,70.381,9351,US Census 1990
COOKSON,0.001,70.383,9352,US Census 1990
COIL,0.001,70.384,9353,US Census 1990
CLEAVES,0.001,70.385,9354,US Census 1990
CHAREST,0.001,70.386,9355,US Census 1990
CHAPPLE,0.001,70.387,9356,US Census 1990
CHAPARRO,0.001,70.388,9357,US Census 1990
CASTANO,0.001,70.39,9358,US Census 1990
CARPIO,0.001,70.391,9359,US Census 1990
BYER,0.001,70.392,9360,US Census 1990
BUFFORD,0.001,70.393,9361,US Census 1990
BRIDGEWATER,0.001,70.394,9362,US Census 1990
BRIDGERS,0.001,70.395,9363,US Census 1990
BRANDES,0.001,70.397,9364,US Census 1990
BORRERO,0.001,70.398,9365,US Census 1990
BONANNO,0.001,70.399,9366,US Census 1990
AUBE,0.001,70.4,9367,US Census 1990
ANCHETA,0.001,70.401,9368,US Census 1990
ABARCA,0.001,70.402,9369,US Census 1990
ABAD,0.001,70.403,9370,US Census 1990
YUNG,0.001,70.405,9371,US Census 1990
YIM,0.001,70.406,9372,US Census 1990
WOOSTER,0.001,70.407,9373,US Census 1990
WOODROW,0.001,70.408,9374,US Census 1990
WIMBUSH,0.001,70.409,9375,US Census 1990
WILLHITE,0.001,70.41,9376,US Census 1990
WILLAMS,0.001,70.411,9377,US Census 1990
WIGLEY,0.001,70.413,9378,US Census 1990
WEISBERG,0.001,70.414,9379,US Census 1990
WARDLAW,0.001,70.415,9380,US Census 1990
VIGUE,0.001,70.416,9381,US Census 1990
VANHOOK,0.001,70.417,9382,US Census 1990
UNKNOW,0.001,70.418,9383,US Census 1990
TORRE,0.001,70.419,9384,US Census 1990
TASKER,0.001,70.421,9385,US Census 1990
TARBOX,0.001,70.422,9386,US Census 1990
STRACHAN,0.001,70.423,9387,US Census 1990
STANDARD,0.001,70.424,9388,US Census 1990
SLOVER,0.001,70.425,9389,US Census 1990
SHAMBLIN,0.001,70.426,9390,US Census 1990
SEMPLE,0.001,70.428,9391,US Census 1990
SCHUYLER,0.001,70.429,9392,US Census 1990
SCHRIMSHER,0.001,70.43,9393,US Census 1990
SAYER,0.001,70.431,9394,US Census 1990
SALZMAN,0.001,70.432,9395,US Census 1990
SALOMON,0.001,70.433,9396,US Census 1990
RUBALCAVA,0.001,70.434,9397,US Census 1990
RILES,0.001,70.436,9398,US Census 1990
RICKEY,0.001,70.437,9399,US Census 1990
RENEAU,0.001,70.438,9400,US Census 1990
REICHEL,0.001,70.439,9401,US Census 1990
RAYFIELD,0.001,70.44,9402,US Census 1990
RABON,0.001,70.441,9403,US Census 1990
PYATT,0.001,70.442,9404,US Census 1990
PRINDLE,0.001,70.444,9405,US Census 1990
POSS,0.001,70.445,9406,US Census 1990
POLITO,0.001,70.446,9407,US Census 1990
PLEMMONS,0.001,70.447,9408,US Census 1990
PESCE,0.001,70.448,9409,US Census 1990
PERRAULT,0.001,70.449,9410,US Census 1990
PEREYRA,0.001,70.45,9411,US Census 1990
OSTROWSKI,0.001,70.452,9412,US Census 1990
NILSEN,0.001,70.453,9413,US Census 1990
NIEMEYER,0.001,70.454,9414,US Census 1990
NICK,0.001,70.455,9415,US Census 1990
MUNSEY,0.001,70.456,9416,US Census 1990
MUNDELL,0.001,70.457,9417,US Census 1990
MONCADA,0.001,70.458,9418,US Census 1990
MICELI,0.001,70.46,9419,US Census 1990
MEADER,0.001,70.461,9420,US Census 1990
MCMASTERS,0.001,70.462,9421,US Census 1990
MCKEEHAN,0.001,70.463,9422,US Census 1990
MATSUMOTO,0.001,70.464,9423,US Census 1990
MARRON,0.001,70.465,9424,US Census 1990
MARDEN,0.001,70.466,9425,US Census 1990
LIZARRAGA,0.001,70.468,9426,US Census 1990
LINGENFELTER,0.001,70.469,9427,US Census 1990
LEWALLEN,0.001,70.47,9428,US Census 1990
LAURENCE,0.001,70.471,9429,US Census 1990
LANGAN,0.001,70.472,9430,US Census 1990
LAMANNA,0.001,70.473,9431,US Census 1990
KOVAC,0.001,70.474,9432,US Census 1990
KINSLER,0.001,70.476,9433,US Census 1990
KEPHART,0.001,70.477,9434,US Census 1990
KEOWN,0.001,70.478,9435,US Census 1990
KASS,0.001,70.479,9436,US Census 1990
KAMMERER,0.001,70.48,9437,US Census 1990
JEFFREYS,0.001,70.481,9438,US Census 1990
HYSELL,0.001,70.482,9439,US Census 1990
HOUSEHOLDER,0.001,70.484,9440,US Census 1990
HOSMER,0.001,70.485,9441,US Census 1990
HARDNETT,0.001,70.486,9442,US Census 1990
HANNER,0.001,70.487,9443,US Census 1990
GUYETTE,0.001,70.488,9444,US Census 1990
GREENING,0.001,70.489,9445,US Census 1990
GLAZER,0.001,70.49,9446,US Census 1990
GINDER,0.001,70.492,9447,US Census 1990
FROMM,0.001,70.493,9448,US Census 1990
FORTUNA,0.001,70.494,9449,US Census 1990
FLUELLEN,0.001,70.495,9450,US Census 1990
FINKLE,0.001,70.496,9451,US Census 1990
FEY,0.001,70.497,9452,US Census 1990
FESSLER,0.001,70.498,9453,US Census 1990
ESSARY,0.001,70.5,9454,US Census 1990
EISELE,0.001,70.501,9455,US Census 1990
DUREN,0.001,70.502,9456,US Census 1990
DITTMER,0.001,70.503,9457,US Census 1990
CROCHET,0.001,70.504,9458,US Census 1990
COSENTINO,0.001,70.505,9459,US Census 1990
COGAN,0.001,70.506,9460,US Census 1990
COELHO,0.001,70.508,9461,US Census 1990
CAVIN,0.001,70.509,9462,US Census 1990
CARRIZALES,0.001,70.51,9463,US Census 1990
CAMPUZANO,0.001,70.511,9464,US Census 1990
BROUGH,0.001,70.512,9465,US Census 1990
BOW,0.001,70.513,9466,US Census 1990
BOPP,0.001,70.514,9467,US Census 1990
BOOKMAN,0.001,70.516,9468,US Census 1990
BOBB,0.001,70.517,9469,US Census 1990
BLOUIN,0.001,70.518,9470,US Census 1990
BEESLEY,0.001,70.519,9471,US Census 1990
BATTISTA,0.001,70.52,9472,US Census 1990
BASCOM,0.001,70.521,9473,US Census 1990
BAKKEN,0.001,70.523,9474,US Census 1990
BADGETT,0.001,70.524,9475,US Census 1990
ARNESON,0.001,70.525,9476,US Census 1990
ANSELMO,0.001,70.526,9477,US Census 1990
ALBINO,0.001,70.527,9478,US Census 1990
AHUMADA,0.001,70.528,9479,US Census 1990
AGUSTIN,0.001,70.529,9480,US Census 1990
WOODYARD,0.001,70.531,9481,US Census 1990
WOLTERS,0.001,70.532,9482,US Census 1990
WIREMAN,0.001,70.533,9483,US Census 1990
WILTON,0.001,70.534,9484,US Census 1990
WILLISON,0.001,70.535,9485,US Census 1990
WARMAN,0.001,70.536,9486,US Census 1990
WAN,0.001,70.537,9487,US Census 1990
WALDRUP,0.001,70.538,9488,US Census 1990
VOWELL,0.001,70.54,9489,US Census 1990
VANTASSEL,0.001,70.541,9490,US Census 1990
VALE,0.001,70.542,9491,US Census 1990
TWOMBLY,0.001,70.543,9492,US Census 1990
TOOMER,0.001,70.544,9493,US Census 1990
TENNISON,0.001,70.545,9494,US Census 1990
TEETS,0.001,70.546,9495,US Census 1990
TEDESCHI,0.001,70.547,9496,US Census 1990
SWANNER,0.001,70.549,9497,US Census 1990
SWALLOW,0.001,70.55,9498,US Census 1990
STUTZ,0.001,70.551,9499,US Census 1990
STELLY,0.001,70.552,9500,US Census 1990
SHEEHY,0.001,70.553,9501,US Census 1990
SCHERMERHORN,0.001,70.554,9502,US Census 1990
SCALA,0.001,70.555,9503,US Census 1990
SANDIDGE,0.001,70.556,9504,US Census 1990
SALTERS,0.001,70.558,9505,US Census 1990
SALO,0.001,70.559,9506,US Census 1990
SAECHAO,0.001,70.56,9507,US Census 1990
ROSEBORO,0.001,70.561,9508,US Census 1990
ROLLE,0.001,70.562,9509,US Census 1990
RESSLER,0.001,70.563,9510,US Census 1990
RENZ,0.001,70.564,9511,US Census 1990
RENN,0.001,70.565,9512,US Census 1990
REDFORD,0.001,70.567,9513,US Census 1990
RAPOSA,0.001,70.568,9514,US Census 1990
RAINBOLT,0.001,70.569,9515,US Census 1990
POMPEY,0.001,70.57,9516,US Census 1990
PELFREY,0.001,70.571,9517,US Census 1990
ORNDORFF,0.001,70.572,9518,US Census 1990
ONEY,0.001,70.573,9519,US Census 1990
NOLIN,0.001,70.575,9520,US Census 1990
NIMMONS,0.001,70.576,9521,US Census 1990
NEY,0.001,70.577,9522,US Census 1990
NARDONE,0.001,70.578,9523,US Census 1990
MYHRE,0.001,70.579,9524,US Census 1990
MORMAN,0.001,70.58,9525,US Census 1990
MINES,0.001,70.581,9526,US Census 1990
MENJIVAR,0.001,70.582,9527,US Census 1990
MCGLONE,0.001,70.584,9528,US Census 1990
MCCAMMON,0.001,70.585,9529,US Census 1990
MAXON,0.001,70.586,9530,US Census 1990
MARIS,0.001,70.587,9531,US Census 1990
MARCIANO,0.001,70.588,9532,US Census 1990
MANUS,0.001,70.589,9533,US Census 1990
MAIDEN,0.001,70.59,9534,US Census 1990
LOWRANCE,0.001,70.591,9535,US Census 1990
LORENZEN,0.001,70.593,9536,US Census 1990
LONERGAN,0.001,70.594,9537,US Census 1990
LOLLIS,0.001,70.595,9538,US Census 1990
LITTLES,0.001,70.596,9539,US Census 1990
LINDAHL,0.001,70.597,9540,US Census 1990
LANSING,0.001,70.598,9541,US Census 1990
LAMAS,0.001,70.599,9542,US Census 1990
LACH,0.001,70.6,9543,US Census 1990
KUSTER,0.001,70.602,9544,US Census 1990
KRAWCZYK,0.001,70.603,9545,US Census 1990
KNUTH,0.001,70.604,9546,US Census 1990
KNECHT,0.001,70.605,9547,US Census 1990
KIRKENDALL,0.001,70.606,9548,US Census 1990
KEITT,0.001,70.607,9549,US Census 1990
KEEVER,0.001,70.608,9550,US Census 1990
KANTOR,0.001,70.61,9551,US Census 1990
JARBOE,0.001,70.611,9552,US Census 1990
HOYE,0.001,70.612,9553,US Census 1990
HOUCHENS,0.001,70.613,9554,US Census 1990
HOLTER,0.001,70.614,9555,US Census 1990
HOLSINGER,0.001,70.615,9556,US Census 1990
HICKOK,0.001,70.616,9557,US Census 1990
HERB,0.001,70.617,9558,US Census 1990
HELWIG,0.001,70.619,9559,US Census 1990
HELGESON,0.001,70.62,9560,US Census 1990
HEATER,0.001,70.621,9561,US Census 1990
HASSETT,0.001,70.622,9562,US Census 1990
HARNER,0.001,70.623,9563,US Census 1990
HAMMAN,0.001,70.624,9564,US Census 1990
HAMES,0.001,70.625,9565,US Census 1990
HADFIELD,0.001,70.626,9566,US Census 1990
GOREE,0.001,70.628,9567,US Census 1990
GOLDFARB,0.001,70.629,9568,US Census 1990
GAUGHAN,0.001,70.63,9569,US Census 1990
GAUDREAU,0.001,70.631,9570,US Census 1990
GANTZ,0.001,70.632,9571,US Census 1990
GALLION,0.001,70.633,9572,US Census 1990
FRADY,0.001,70.634,9573,US Census 1990
FOTI,0.001,70.635,9574,US Census 1990
FLESHER,0.001,70.637,9575,US Census 1990
FERRIN,0.001,70.638,9576,US Census 1990
FAUGHT,0.001,70.639,9577,US Census 1990
ENGRAM,0.001,70.64,9578,US Census 1990
ELBERT,0.001,70.641,9579,US Census 1990
DONEGAN,0.001,70.642,9580,US Census 1990
DESOUZA,0.001,70.643,9581,US Census 1990
DEGROOT,0.001,70.645,9582,US Census 1990
CUTRIGHT,0.001,70.646,9583,US Census 1990
CROWL,0.001,70.647,9584,US Census 1990
CRINER,0.001,70.648,9585,US Census 1990
COKE,0.001,70.649,9586,US Census 1990
COAN,0.001,70.65,9587,US Census 1990
CLINKSCALES,0.001,70.651,9588,US Census 1990
CHEWNING,0.001,70.652,9589,US Census 1990
CHAVIRA,0.001,70.654,9590,US Census 1990
CATCHINGS,0.001,70.655,9591,US Census 1990
CARLOCK,0.001,70.656,9592,US Census 1990
BYE,0.001,70.657,9593,US Census 1990
BULGER,0.001,70.658,9594,US Census 1990
BUENROSTRO,0.001,70.659,9595,US Census 1990
BRAMBLETT,0.001,70.66,9596,US Census 1990
BRACK,0.001,70.661,9597,US Census 1990
BOULWARE,0.001,70.663,9598,US Census 1990
BORDEAUX,0.001,70.664,9599,US Census 1990
BOOKOUT,0.001,70.665,9600,US Census 1990
BITNER,0.001,70.666,9601,US Census 1990
BIRT,0.001,70.667,9602,US Census 1990
BARANOWSKI,0.001,70.668,9603,US Census 1990
BAISDEN,0.001,70.669,9604,US Census 1990
AUGUSTIN,0.001,70.67,9605,US Census 1990
ALLMON,0.001,70.672,9606,US Census 1990
ALBERTO,0.001,70.673,9607,US Census 1990
ACKLIN,0.001,70.674,9608,US Census 1990
YOAKUM,0.001,70.675,9609,US Census 1990
WILBOURN,0.001,70.676,9610,US Census 1990
WHISLER,0.001,70.677,9611,US Census 1990
WEINBERGER,0.001,70.678,9612,US Census 1990
WASHER,0.001,70.679,9613,US Census 1990
VASQUES,0.001,70.681,9614,US Census 1990
VANZANDT,0.001,70.682,9615,US Census 1990
VANATTA,0.001,70.683,9616,US Census 1990
TROXLER,0.001,70.684,9617,US Census 1990
TOMES,0.001,70.685,9618,US Census 1990
TINDLE,0.001,70.686,9619,US Census 1990
TIMS,0.001,70.687,9620,US Census 1990
THROCKMORTON,0.001,70.688,9621,US Census 1990
THACH,0.001,70.689,9622,US Census 1990
STPETER,0.001,70.691,9623,US Census 1990
STLAURENT,0.001,70.692,9624,US Census 1990
STENSON,0.001,70.693,9625,US Census 1990
SPRY,0.001,70.694,9626,US Census 1990
SPITZ,0.001,70.695,9627,US Census 1990
SONGER,0.001,70.696,9628,US Census 1990
SNAVELY,0.001,70.697,9629,US Census 1990
SLY,0.001,70.698,9630,US Census 1990
SLEEPER,0.001,70.699,9631,US Census 1990
SHROYER,0.001,70.701,9632,US Census 1990
SHORTRIDGE,0.001,70.702,9633,US Census 1990
SHENK,0.001,70.703,9634,US Census 1990
SEVIER,0.001,70.704,9635,US Census 1990
SEABROOK,0.001,70.705,9636,US Census 1990
SCRIVNER,0.001,70.706,9637,US Census 1990
SALTZMAN,0.001,70.707,9638,US Census 1990
ROSENBERRY,0.001,70.708,9639,US Census 1990
ROCKWOOD,0.001,70.709,9640,US Census 1990
ROBESON,0.001,70.711,9641,US Census 1990
ROAN,0.001,70.712,9642,US Census 1990
REISER,0.001,70.713,9643,US Census 1990
REDWINE,0.001,70.714,9644,US Census 1990
RAMIRES,0.001,70.715,9645,US Census 1990
RABER,0.001,70.716,9646,US Census 1990
PROFIT,0.001,70.717,9647,US Census 1990
POSNER,0.001,70.718,9648,US Census 1990
POPHAM,0.001,70.719,9649,US Census 1990
PIPES,0.001,70.721,9650,US Census 1990
PIOTROWSKI,0.001,70.722,9651,US Census 1990
PINARD,0.001,70.723,9652,US Census 1990
PETERKIN,0.001,70.724,9653,US Census 1990
PELHAM,0.001,70.725,9654,US Census 1990
PEIFFER,0.001,70.726,9655,US Census 1990
PEAY,0.001,70.727,9656,US Census 1990
PEAVEY,0.001,70.728,9657,US Census 1990
NADLER,0.001,70.729,9658,US Census 1990
MUSSO,0.001,70.731,9659,US Census 1990
MILO,0.001,70.732,9660,US Census 1990
MILLETT,0.001,70.733,9661,US Census 1990
MESTAS,0.001,70.734,9662,US Census 1990
MCGOWEN,0.001,70.735,9663,US Census 1990
MARQUES,0.001,70.736,9664,US Census 1990
MARASCO,0.001,70.737,9665,US Census 1990
MANRIQUEZ,0.001,70.738,9666,US Census 1990
MANOS,0.001,70.74,9667,US Census 1990
MAIR,0.001,70.741,9668,US Census 1990
LIPPS,0.001,70.742,9669,US Census 1990
LESSER,0.001,70.743,9670,US Census 1990
LEIKER,0.001,70.744,9671,US Census 1990
LEEDS,0.001,70.745,9672,US Census 1990
KRUMM,0.001,70.746,9673,US Census 1990
KNORR,0.001,70.747,9674,US Census 1990
KINSLOW,0.001,70.748,9675,US Census 1990
KESSEL,0.001,70.75,9676,US Census 1990
KENDRICKS,0.001,70.751,9677,US Census 1990
KELM,0.001,70.752,9678,US Census 1990
ITO,0.001,70.753,9679,US Census 1990
IRICK,0.001,70.754,9680,US Census 1990
ICKES,0.001,70.755,9681,US Census 1990
HURLBURT,0.001,70.756,9682,US Census 1990
HORTA,0.001,70.757,9683,US Census 1990
HOEKSTRA,0.001,70.758,9684,US Census 1990
HEUER,0.001,70.76,9685,US Census 1990
HELMUTH,0.001,70.761,9686,US Census 1990
HEATHERLY,0.001,70.762,9687,US Census 1990
HAMPSON,0.001,70.763,9688,US Census 1990
HAGAR,0.001,70.764,9689,US Census 1990
HAGA,0.001,70.765,9690,US Census 1990
GREENLAW,0.001,70.766,9691,US Census 1990
GRAU,0.001,70.767,9692,US Census 1990
GODBEY,0.001,70.768,9693,US Census 1990
GINGRAS,0.001,70.77,9694,US Census 1990
GILLIES,0.001,70.771,9695,US Census 1990
GIBB,0.001,70.772,9696,US Census 1990
GAYDEN,0.001,70.773,9697,US Census 1990
GAUVIN,0.001,70.774,9698,US Census 1990
GARROW,0.001,70.775,9699,US Census 1990
FONTANEZ,0.001,70.776,9700,US Census 1990
FLORIO,0.001,70.777,9701,US Census 1990
