birth_date,birth_first_name,birth_last_name,birth_middle_name,birth_name,birth_year,death_date,debut_year,final_year,first_name,full_name,last_name,nickname,nicknames,player_url,source
05-05-1890,,,,,1890,01-24-1952,1915,1915,Dick,Dick Wright,Wright,Dick,,https://www.baseball-almanac.com/players/player.php?p=wrighdi01,Baseball Almanac
04-01-1890,,,,,1890,03-13-1950,1913,1913,George,George Young,Young,,,https://www.baseball-almanac.com/players/player.php?p=youngge01,Baseball Almanac
,,,,,1891,,,,Luis,Luis García,García,,,https://www.baseball-almanac.com/players/player.php?p=garcilu04,Baseball Almanac
,,,,,1891,,,,Juan,Juan Soto,Soto,Soto Pacheco,,https://www.baseball-almanac.com/players/player.php?p=sotoju01,Baseball Almanac
03-04-1891,,,,,1891,11-16-1977,1920,1922,Jose,Jose Acosta,Acosta,Acostica,,https://www.baseball-almanac.com/players/player.php?p=acostjo01,Baseball Almanac
06-21-1891,,,,,1891,06-24-1940,1910,1919,Bert,Bert Adams,Adams,Bert,,https://www.baseball-almanac.com/players/player.php?p=adamsbe01,Baseball Almanac
08-11-1891,,,,,1891,09-17-1967,1914,1915,Karl,Karl Adams,Adams,Rebel,,https://www.baseball-almanac.com/players/player.php?p=adamska01,Baseball Almanac
03-05-1891,,,,,1891,12-29-1978,1912,1917,Walt,Walt Alexander,Alexander,Walt,,https://www.baseball-almanac.com/players/player.php?p=alexawa01,Baseball Almanac
05-21-1891,,,,,1891,05-26-1968,1913,1921,Doc,Doc Ayers,Ayers,Doc,,https://www.baseball-almanac.com/players/player.php?p=ayersdo01,Baseball Almanac
09-27-1891,,,,,1891,06-13-1967,1915,1920,Doug,Doug Baird,Baird,Doug,,https://www.baseball-almanac.com/players/player.php?p=bairddo01,Baseball Almanac
11-07-1891,,,,,1891,03-14-1975,1911,1911,Tracy,Tracy Baker,Baker,Tracy,,https://www.baseball-almanac.com/players/player.php?p=bakertr01,Baseball Almanac
04-20-1891,,,,,1891,10-09-1972,1915,1930,Dave,Dave Bancroft,Bancroft,Banny or Beauty,,https://www.baseball-almanac.com/players/player.php?p=bancrda01,Baseball Almanac
08-11-1891,,,,,1891,10-28-1965,1914,1922,Walter,Walter Barbare,Barbare,Dinty,,https://www.baseball-almanac.com/players/player.php?p=barbawa01,Baseball Almanac
07-08-1891,,,,,1891,03-11-1971,1922,1926,Clyde,Clyde Barfoot,Barfoot,Foots,,https://www.baseball-almanac.com/players/player.php?p=barfocl01,Baseball Almanac
03-26-1891,,,,,1891,11-05-1969,1912,1912,Hardin,Hardin Barry,Barry,Finn,,https://www.baseball-almanac.com/players/player.php?p=barryha01,Baseball Almanac
10-07-1891,,,,,1891,08-04-1972,1912,1912,George,George Batten,Batten,,,https://www.baseball-almanac.com/players/player.php?p=battege01,Baseball Almanac
07-22-1891,,,,,1891,12-13-1970,1912,1916,George,George Baumgardner,Baumgardner,,,https://www.baseball-almanac.com/players/player.php?p=baumgge01,Baseball Almanac
09-07-1891,,,,,1891,12-08-1975,1917,1919,Fred,Fred Blackwell,Blackwell,Fred,,https://www.baseball-almanac.com/players/player.php?p=blackfr01,Baseball Almanac
03-20-1891,,,,,1891,09-08-1941,1912,1920,Joe,Joe Boehling,Boehling,Joe,,https://www.baseball-almanac.com/players/player.php?p=boehljo01,Baseball Almanac
09-30-1891,,,,,1891,04-08-1942,1913,1914,Pat,Pat Bohen,Bohen,Pat,,https://www.baseball-almanac.com/players/player.php?p=bohenpa01,Baseball Almanac
09-28-1891,,,,,1891,05-21-1969,1913,1914,Everett,Everett Booe,Booe,,,https://www.baseball-almanac.com/players/player.php?p=booeev01,Baseball Almanac
08-15-1891,,,,,1891,10-25-1949,1914,1914,Tim,Tim Bowden,Bowden,Tim,,https://www.baseball-almanac.com/players/player.php?p=bowdeti01,Baseball Almanac
07-15-1891,,,,,1891,05-30-1973,1913,1915,Jim,Jim Breton,Breton,Jim,,https://www.baseball-almanac.com/players/player.php?p=bretoji01,Baseball Almanac
09-21-1891,,,,,1891,06-20-1983,1913,1913,Gil,Gil Britton,Britton,Gil,,https://www.baseball-almanac.com/players/player.php?p=brittgi01,Baseball Almanac
04-30-1891,,,,,1891,08-05-1929,1916,1921,Tony,Tony Brottem,Brottem,Tony,,https://www.baseball-almanac.com/players/player.php?p=brottto01,Baseball Almanac
07-17-1891,,,,,1891,09-10-1956,1920,1928,Eddie,Eddie Brown,Brown,Glass Arm Eddie,,https://www.baseball-almanac.com/players/player.php?p=browned02,Baseball Almanac
03-31-1891,,,,,1891,10-22-1944,1915,1916,Jim,Jim Brown,Brown,Don or Jim or Moose,,https://www.baseball-almanac.com/players/player.php?p=brownji02,Baseball Almanac
05-04-1891,,,,,1891,04-05-1959,1921,1925,Frank,Frank Bruggy,Bruggy,The Bruggy Boys (with Moe Berg),,https://www.baseball-almanac.com/players/player.php?p=bruggfr01,Baseball Almanac
08-29-1891,,,,,1891,01-23-1973,1915,1915,Ray,Ray Callahan,Callahan,Pat,,https://www.baseball-almanac.com/players/player.php?p=callara01,Baseball Almanac
05-19-1891,,,,,1891,10-13-1984,1919,1919,Dixie,Dixie Carroll,Carroll,Dixie,,https://www.baseball-almanac.com/players/player.php?p=carrodi02,Baseball Almanac
12-28-1891,,,,,1891,06-27-1983,1916,1916,Ralph,Ralph Carroll,Carroll,Doc or Red,,https://www.baseball-almanac.com/players/player.php?p=carrodo01,Baseball Almanac
01-29-1891,,,,,1891,02-05-1952,1913,1914,Esty,Esty Chaney,Chaney,,,https://www.baseball-almanac.com/players/player.php?p=chanees01,Baseball Almanac
01-15-1891,,,,,1891,08-17-1920,1912,1920,Ray,Ray Chapman,Chapman,Chappie or Ray,,https://www.baseball-almanac.com/players/player.php?p=chapmra01,Baseball Almanac
05-19-1891,,,,,1891,11-14-1940,1913,1913,George,George Clark,Clark,,,https://www.baseball-almanac.com/players/player.php?p=clarkge01,Baseball Almanac
06-23-1891,,,,,1891,09-13-1952,1913,1913,Al,Al Clauss,Clauss,Al or Lefty,,https://www.baseball-almanac.com/players/player.php?p=clausal01,Baseball Almanac
09-08-1891,,,,,1891,05-05-1959,1916,1924,Verne,Verne Clemons,Clemons,Stinger,,https://www.baseball-almanac.com/players/player.php?p=clemove01,Baseball Almanac
09-09-1891,,,,,1891,03-26-1936,1913,1916,Dan,Dan Costello,Costello,Dashing Dan,,https://www.baseball-almanac.com/players/player.php?p=costeda01,Baseball Almanac
03-31-1891,,,,,1891,12-08-1975,1917,1925,Johnny,Johnny Couch,Couch,Johnny,,https://www.baseball-almanac.com/players/player.php?p=couchjo01,Baseball Almanac
05-22-1891,,,,,1891,09-11-1966,1912,1912,Bill,Bill Cramer,Cramer,Bill,,https://www.baseball-almanac.com/players/player.php?p=cramebi01,Baseball Almanac
06-15-1891,,,,,1891,12-06-1965,1912,1914,Frank,Frank Crossin,Crossin,,,https://www.baseball-almanac.com/players/player.php?p=crossfr02,Baseball Almanac
02-07-1891,,,,,1891,07-14-1967,1915,1915,Bill,Bill Dalrymple,Dalrymple,Bill,,https://www.baseball-almanac.com/players/player.php?p=dalrybi01,Baseball Almanac
12-12-1891,,,,,1891,11-07-1946,1913,1921,Tom,Tom Daly,Daly,Tom,,https://www.baseball-almanac.com/players/player.php?p=dalyto02,Baseball Almanac
06-08-1891,,,,,1891,09-19-1949,1915,1915,Buck,Buck Danner,Danner,Buck,,https://www.baseball-almanac.com/players/player.php?p=dannebu01,Baseball Almanac
10-30-1891,,,,,1891,09-16-1979,1912,1921,Charlie,Charlie Deal,Deal,Charlie,,https://www.baseball-almanac.com/players/player.php?p=dealch01,Baseball Almanac
08-19-1891,,,,,1891,08-29-1966,1918,1927,Al,Al DeVormer,DeVormer,Al,,https://www.baseball-almanac.com/players/player.php?p=devoral01,Baseball Almanac
01-28-1891,,,,,1891,11-26-1954,1912,1929,Bill,Bill Doak,Doak,Bill or Spittin' Bill,,https://www.baseball-almanac.com/players/player.php?p=doakbi01,Baseball Almanac
01-03-1891,,,,,1891,01-31-1981,1912,1912,John,John Dowd,Dowd,,,https://www.baseball-almanac.com/players/player.php?p=dowdjo01,Baseball Almanac
07-04-1891,,,,,1891,11-11-1969,1912,1912,Stump,Stump Edington,Edington,Stump,,https://www.baseball-almanac.com/players/player.php?p=edingst01,Baseball Almanac
03-01-1891,,,,,1891,11-12-1978,1923,1925,Roy,Roy Elsh,Elsh,Roy,,https://www.baseball-almanac.com/players/player.php?p=elshro01,Baseball Almanac
08-01-1891,,,,,1891,11-22-1948,1923,1923,Bob,Bob Emmerich,Emmerich,Bob,,https://www.baseball-almanac.com/players/player.php?p=emmerbo01,Baseball Almanac
08-21-1891,,,,,1891,09-27-1960,1915,1915,Jim,Jim Eschen,Eschen,Jim,,https://www.baseball-almanac.com/players/player.php?p=escheji01,Baseball Almanac
09-10-1891,,,,,1891,01-04-1949,1913,1913,Joe,Joe Evers,Evers,Joe,,https://www.baseball-almanac.com/players/player.php?p=eversjo02,Baseball Almanac
04-24-1891,,,,,1891,05-23-1976,1914,1914,Pete,Pete Falsey,Falsey,Pete,,https://www.baseball-almanac.com/players/player.php?p=falsepe01,Baseball Almanac
08-22-1891,,,,,1891,08-17-1964,1915,1920,Happy,Happy Felsch,Felsch,Happy,,https://www.baseball-almanac.com/players/player.php?p=felscha01,Baseball Almanac
03-02-1891,,,,,1891,09-04-1945,1913,1917,William,William Fischer,Fischer,,,https://www.baseball-almanac.com/players/player.php?p=fischwi01,Baseball Almanac
06-26-1891,,,,,1891,01-18-1945,1911,1918,Justin,Justin Fitzgerald,Fitzgerald,,,https://www.baseball-almanac.com/players/player.php?p=fitzgmi01,Baseball Almanac
12-31-1891,,,,,1891,01-08-1930,1913,1913,Charlie,Charlie Flanagan,Flanagan,Charlie,,https://www.baseball-almanac.com/players/player.php?p=flanach01,Baseball Almanac
03-06-1891,,,,,1891,10-07-1974,1914,1914,Frank,Frank Fletcher,Fletcher,,,https://www.baseball-almanac.com/players/player.php?p=fletcfr01,Baseball Almanac
10-14-1891,,,,,1891,03-19-1976,1912,1920,Bert,Bert Gallia,Gallia,Bert,,https://www.baseball-almanac.com/players/player.php?p=gallibe01,Baseball Almanac
03-06-1891,,,,,1891,02-11-1977,1915,1915,Clarence,Clarence Garrett,Garrett,Laz,,https://www.baseball-almanac.com/players/player.php?p=garrecl01,Baseball Almanac
05-10-1891,,,,,1891,01-03-1980,1918,1921,Bob,Bob Geary,Geary,Speed,,https://www.baseball-almanac.com/players/player.php?p=gearybo01,Baseball Almanac
08-18-1891,,,,,1891,06-19-1951,1914,1929,Wally,Wally Gerber,Gerber,Spooks or Wally,,https://www.baseball-almanac.com/players/player.php?p=gerbewa01,Baseball Almanac
11-30-1891,,,,,1891,03-17-1981,1913,1913,Joe,Joe Giebel,Giebel,Joe,,https://www.baseball-almanac.com/players/player.php?p=giebejo01,Baseball Almanac
12-03-1891,,,,,1891,02-17-1965,1914,1915,Larry,Larry Gilbert,Gilbert,Larry,,https://www.baseball-almanac.com/players/player.php?p=gilbela01,Baseball Almanac
09-26-1891,,,,,1891,08-30-1931,1914,1914,Tinsley,Tinsley Ginn,Ginn,,,https://www.baseball-almanac.com/players/player.php?p=ginnti01,Baseball Almanac
01-16-1891,,,,,1891,10-21-1925,1916,1925,Marv,Marv Goodwin,Goodwin,Marv or Goody,,https://www.baseball-almanac.com/players/player.php?p=goodwma01,Baseball Almanac
12-19-1891,,,,,1891,02-15-1972,1914,1915,Pep,Pep Goodwin,Goodwin,Pep,,https://www.baseball-almanac.com/players/player.php?p=goodwpe01,Baseball Almanac
03-14-1891,,,,,1891,11-12-1965,1913,1913,Dave,Dave Gregg,Gregg,High Pockets,,https://www.baseball-almanac.com/players/player.php?p=greggda01,Baseball Almanac
05-05-1891,,,,,1891,06-05-1952,1915,1915,Bruno,Bruno Haas,Haas,Boon,,https://www.baseball-almanac.com/players/player.php?p=haasbr01,Baseball Almanac
08-04-1891,,,,,1891,01-26-1970,1913,1913,Jim,Jim Haislip,Haislip,Slim,,https://www.baseball-almanac.com/players/player.php?p=haislji01,Baseball Almanac
01-23-1891,,,,,1891,10-08-1973,1915,1917,Ray,Ray Haley,Haley,Ray,,https://www.baseball-almanac.com/players/player.php?p=haleyra01,Baseball Almanac
07-19-1891,,,,,1891,11-17-1968,1911,1924,Earl,Earl Hamilton,Hamilton,,,https://www.baseball-almanac.com/players/player.php?p=hamilea01,Baseball Almanac
02-26-1891,,,,,1891,03-04-1942,1915,1922,Jack,Jack Hammond,Hammond,Jack or Wobby,,https://www.baseball-almanac.com/players/player.php?p=hammoja01,Baseball Almanac
01-03-1891,,,,,1891,10-30-1971,1913,1913,Charlie,Charlie Harding,Harding,Slim,,https://www.baseball-almanac.com/players/player.php?p=hardich01,Baseball Almanac
05-20-1891,,,,,1891,12-10-1959,1914,1928,Joe,Joe Harris,Harris,Joe or Moon,,https://www.baseball-almanac.com/players/player.php?p=harrijo03,Baseball Almanac
11-18-1891,,,,,1891,08-02-1944,1912,1912,Arthur,Arthur Hauger,Hauger,,,https://www.baseball-almanac.com/players/player.php?p=haugear01,Baseball Almanac
05-21-1891,,,,,1891,10-10-1959,1910,1920,Bunny,Bunny Hearn,Hearn,Bunny,,https://www.baseball-almanac.com/players/player.php?p=hearnbu01,Baseball Almanac
01-31-1891,,,,,1891,08-14-1957,1911,1921,Tim,Tim Hendryx,Hendryx,Tim,,https://www.baseball-almanac.com/players/player.php?p=hendrti01,Baseball Almanac
07-22-1891,,,,,1891,04-22-1964,1912,1912,Herb,Herb Herring,Herring,Herb,,https://www.baseball-almanac.com/players/player.php?p=herrihe01,Baseball Almanac
08-19-1891,,,,,1891,09-02-1970,1915,1915,Herbert,Herbert Hill,Hill,,,https://www.baseball-almanac.com/players/player.php?p=hillhe01,Baseball Almanac
05-08-1891,,,,,1891,09-17-1998,1911,1915,Chet,Chet Hoff,Hoff,Red,,https://www.baseball-almanac.com/players/player.php?p=hoffre01,Baseball Almanac
08-26-1891,,,,,1891,01-14-1965,1913,1915,Bill,Bill Hopper,Hopper,Bill or Bird Dog,,https://www.baseball-almanac.com/players/player.php?p=hoppebi01,Baseball Almanac
06-02-1891,,,,,1891,05-11-1977,1917,1919,Oscar,Oscar Horstmann,Horstmann,,,https://www.baseball-almanac.com/players/player.php?p=horstos01,Baseball Almanac
08-28-1891,,,,,1891,06-17-1969,1912,1918,Byron,Byron Houck,Houck,Duke,,https://www.baseball-almanac.com/players/player.php?p=houckby01,Baseball Almanac
07-03-1891,,,,,1891,01-03-1953,1914,1914,Joe,Joe Houser,Houser,Joe,,https://www.baseball-almanac.com/players/player.php?p=housejo02,Baseball Almanac
08-20-1891,,,,,1891,03-19-1955,1918,1919,Ed,Ed Hovlik,Hovlik,Ed,,https://www.baseball-almanac.com/players/player.php?p=hovlied01,Baseball Almanac
06-26-1891,,,,,1891,09-20-1974,1914,1914,Al,Al Huenke,Huenke,Al,,https://www.baseball-almanac.com/players/player.php?p=huenkal01,Baseball Almanac
06-09-1891,,,,,1891,09-06-1973,1914,1914,Charlie,Charlie Kavanagh,Kavanagh,Charlie or Silk,,https://www.baseball-almanac.com/players/player.php?p=kavanch01,Baseball Almanac
06-13-1891,,,,,1891,07-28-1960,1914,1918,Marty,Marty Kavanagh,Kavanagh,Marty,,https://www.baseball-almanac.com/players/player.php?p=kavanma01,Baseball Almanac
08-08-1891,,,,,1891,07-13-1959,1913,1926,Chick,Chick Keating,Keating,Chick,,https://www.baseball-almanac.com/players/player.php?p=keatich01,Baseball Almanac
09-03-1891,,,,,1891,02-19-1927,1914,1914,Katie,Katie Keifer,Keifer,Katie or Katsy,,https://www.baseball-almanac.com/players/player.php?p=keifeka01,Baseball Almanac
01-23-1891,,,,,1891,10-29-1974,1915,1915,Orie,Orie Kerlin,Kerlin,Cy,,https://www.baseball-almanac.com/players/player.php?p=kerlior01,Baseball Almanac
06-25-1891,,,,,1891,01-05-1953,1922,1923,Pete,Pete Lapan,Lapan,Pete,,https://www.baseball-almanac.com/players/player.php?p=lapanpe01,Baseball Almanac
08-12-1891,,,,,1891,11-20-1958,1913,1914,Bill,Bill Lathrop,Lathrop,Bill,,https://www.baseball-almanac.com/players/player.php?p=lathrbi01,Baseball Almanac
01-23-1891,,,,,1891,10-31-1976,1914,1915,King,King Lear,Lear,King,,https://www.baseball-almanac.com/players/player.php?p=learki01,Baseball Almanac
05-02-1891,,,,,1891,08-18-1961,1914,1915,John,John Leary,Leary,Jack,,https://www.baseball-almanac.com/players/player.php?p=learyjo01,Baseball Almanac
03-12-1891,,,,,1891,07-27-1961,1912,1912,Jack,Jack Little,Little,Jack,,https://www.baseball-almanac.com/players/player.php?p=littlja01,Baseball Almanac
01-02-1891,,,,,1891,01-01-1971,1916,1916,Joe,Joe Lotz,Lotz,Joe or Smokey,,https://www.baseball-almanac.com/players/player.php?p=lotzjo01,Baseball Almanac
01-25-1891,,,,,1891,08-12-1981,1920,1924,George,George Lyons,Lyons,Smooth,,https://www.baseball-almanac.com/players/player.php?p=lyonsge01,Baseball Almanac
10-17-1891,,,,,1891,04-30-1952,1914,1914,Frank,Frank Madden,Madden,Red,,https://www.baseball-almanac.com/players/player.php?p=maddefr01,Baseball Almanac
11-11-1891,,,,,1891,01-05-1954,1912,1935,Rabbit,Rabbit Maranville,Maranville,Rabbit,,https://www.baseball-almanac.com/players/player.php?p=maranra01,Baseball Almanac
07-28-1891,,,,,1891,12-21-1978,1912,1916,Joe,Joe Mathes,Mathes,The Old Hustler,,https://www.baseball-almanac.com/players/player.php?p=mathejo01,Baseball Almanac
11-12-1891,,,,,1891,04-04-1971,1915,1929,Carl,Carl Mays,Mays,Sub,,https://www.baseball-almanac.com/players/player.php?p=maysca01,Baseball Almanac
08-19-1891,,,,,1891,04-06-1928,1914,1925,Ike,Ike McAuley,McAuley,Ike,,https://www.baseball-almanac.com/players/player.php?p=mcaulik01,Baseball Almanac
05-05-1891,,,,,1891,08-17-1961,1914,1915,Jack,Jack McCandless,McCandless,Jack,,https://www.baseball-almanac.com/players/player.php?p=mccanja01,Baseball Almanac
11-06-1891,,,,,1891,05-11-1971,1913,1913,Jeff,Jeff McCleskey,McCleskey,Jeff,,https://www.baseball-almanac.com/players/player.php?p=mccleje01,Baseball Almanac
01-31-1891,,,,,1891,03-30-1943,1912,1915,Tex,Tex McDonald,McDonald,Tex,,https://www.baseball-almanac.com/players/player.php?p=mcdonte01,Baseball Almanac
03-25-1891,,,,,1891,11-04-1971,1912,1915,Polly,Polly McLarry,McLarry,,,https://www.baseball-almanac.com/players/player.php?p=mclarpo01,Baseball Almanac
10-13-1891,,,,,1891,11-20-1952,1914,1920,Fred,Fred McMullin,McMullin,Mac,,https://www.baseball-almanac.com/players/player.php?p=mcmulfr01,Baseball Almanac
06-03-1891,,,,,1891,05-06-1920,1911,1916,Bill,Bill McTigue,McTigue,Rebel,,https://www.baseball-almanac.com/players/player.php?p=mctigbi01,Baseball Almanac
04-13-1891,,,,,1891,02-08-1962,1914,1914,Charlie,Charlie Meara,Meara,Goggy,,https://www.baseball-almanac.com/players/player.php?p=mearach01,Baseball Almanac
05-15-1891,,,,,1891,08-15-1967,1913,1913,Karl,Karl Meister,Meister,Dutch,,https://www.baseball-almanac.com/players/player.php?p=meistka01,Baseball Almanac
02-22-1891,,,,,1891,11-06-1963,1911,1932,Clarence,Clarence Mitchell,Mitchell,,,https://www.baseball-almanac.com/players/player.php?p=mitchcl01,Baseball Almanac
10-02-1891,,,,,1891,02-21-1969,1912,1926,Eddie,Eddie Murphy,Murphy,Honest Eddie,,https://www.baseball-almanac.com/players/player.php?p=murphed02,Baseball Almanac
11-05-1891,,,,,1891,11-02-1973,1916,1924,Greasy,Greasy Neale,Neale,Greasy,,https://www.baseball-almanac.com/players/player.php?p=nealegr01,Baseball Almanac
10-08-1891,,,,,1891,05-23-1932,1914,1915,Doug,Doug Neff,Neff,Doug,,https://www.baseball-almanac.com/players/player.php?p=neffdo01,Baseball Almanac
06-15-1891,,,,,1891,05-15-1974,1913,1924,Lou,Lou North,North,Lou,,https://www.baseball-almanac.com/players/player.php?p=northlo01,Baseball Almanac
12-01-1891,,,,,1891,05-30-1982,1916,1916,Johnny,Johnny O'Connor,O'Connor,Bucky or Johnny,,https://www.baseball-almanac.com/players/player.php?p=oconjo02,Baseball Almanac
03-08-1891,,,,,1891,10-24-1989,1912,1919,Ollie,Ollie O'Mara,O'Mara,Ollie,,https://www.baseball-almanac.com/players/player.php?p=omarol01,Baseball Almanac
07-06-1891,,,,,1891,01-26-1962,1911,1928,Steve,Steve O'Neill,O'Neill,Steve,,https://www.baseball-almanac.com/players/player.php?p=oneist01,Baseball Almanac
11-28-1891,,,,,1891,05-14-1986,1912,1931,Frank,Frank O'Rourke,O'Rourke,Blackie or Frank,,https://www.baseball-almanac.com/players/player.php?p=oroufr01,Baseball Almanac
09-16-1891,,,,,1891,03-16-1962,1920,1920,George,George Orme,Orme,,,https://www.baseball-almanac.com/players/player.php?p=ormege01,Baseball Almanac
04-22-1891,,,,,1891,03-10-1967,1913,1914,Billy,Billy Orr,Orr,Billy,,https://www.baseball-almanac.com/players/player.php?p=orrbi01,Baseball Almanac
08-30-1891,,,,,1891,06-16-1971,1913,1913,Steve,Steve Partenheimer,Partenheimer,Steve,,https://www.baseball-almanac.com/players/player.php?p=partest01,Baseball Almanac
05-26-1891,,,,,1891,02-08-1966,1911,1920,Gene,Gene Paulette,Paulette,Gene,,https://www.baseball-almanac.com/players/player.php?p=paulege01,Baseball Almanac
02-05-1891,,,,,1891,11-17-1977,1910,1927,Roger,Roger Peckinpaugh,Peckinpaugh,,,https://www.baseball-almanac.com/players/player.php?p=peckiro01,Baseball Almanac
09-12-1891,,,,,1891,07-13-1972,1913,1913,Pepper,Pepper Peploski,Peploski,Pepper,,https://www.baseball-almanac.com/players/player.php?p=peplope01,Baseball Almanac
08-30-1891,,,,,1891,10-15-1947,1912,1921,Pol,Pol Perritt,Perritt,Pol,,https://www.baseball-almanac.com/players/player.php?p=perripo01,Baseball Almanac
04-17-1891,,,,,1891,10-27-1959,1915,1921,Scott,Scott Perry,Perry,,,https://www.baseball-almanac.com/players/player.php?p=perrysc01,Baseball Almanac
